NEWID,AGE_REF,AGE2,BATHRMQ,BEDROOMQ,BLS_URBN,CUTENURE,EDUC_REF,FAM_SIZE,FAM_TYPE,FINCBTAX,FINLWT21,FSALARYX,FSSIX,INC_RANK,MARITAL1,NO_EARNR,NUM_AUTO,OCCUCOD1,OCCUCOD2,OTHRINCX,PERSLT18,PERSOT64,POPSIZE,PRINEARN,QINTRVMO,QINTRVYR,RACE2,REF_RACE,REGION,SEX_REF,SEX2,SMSASTAT,ST_HOUS,VEHQ,WELFAREX,WTREP01,WTREP02,WTREP03,WTREP04,WTREP05,WTREP06,WTREP07,WTREP08,WTREP09,WTREP10,WTREP11,WTREP12,WTREP13,WTREP14,WTREP15,WTREP16,WTREP17,WTREP18,WTREP19,WTREP20,WTREP21,WTREP22,WTREP23,WTREP24,WTREP25,WTREP26,WTREP27,WTREP28,WTREP29,WTREP30,WTREP31,WTREP32,WTREP33,WTREP34,WTREP35,WTREP36,WTREP37,WTREP38,WTREP39,WTREP40,WTREP41,WTREP42,WTREP43,WTREP44,TOTEXPPQ,TOTEXPCQ,FDAWAYPQ,FDAWAYCQ,ALCBEVPQ,ALCBEVCQ,HOUSPQ,HOUSCQ,SHELTPQ,SHELTCQ,MRTINTPQ,MRTINTCQ,RNTXRPPQ,RNTXRPCQ,UTILPQ,UTILCQ,APPARPQ,APPARCQ,TRANSPQ,TRANSCQ,GASMOPQ,GASMOCQ,VEHFINPQ,VEHFINCQ,PUBTRAPQ,PUBTRACQ,HEALTHPQ,HEALTHCQ,HLTHINPQ,HLTHINCQ,MEDSRVPQ,MEDSRVCQ,PREDRGPQ,PREDRGCQ,ENTERTPQ,ENTERTCQ,PERSCAPQ,PERSCACQ,READPQ,READCQ,EDUCAPQ,EDUCACQ,TOBACCPQ,TOBACCCQ,MISCPQ,MISCCQ,CASHCOPQ,CASHCOCQ,LIFINSPQ,LIFINSCQ,RETPENPQ,RETPENCQ,STATE,TOTEX4PQ,TOTEX4CQ,UNISTRQ,INCLASS2,CUID,INTERI,HISP_REF,HISP2,HIGH_EDU,CREDITB,IRAB,LIQUIDB,STOCKB,DIVISION,GROCERPQ,GROCERCQ,inclass_label,inclass_short,educ_label,high_educ_label,occucod1_label,occucod1_broad,marital_label,fam_type_label,fam_type_broad,tenure_label,tenure_owner,region_label,urban_label,sex_ref_label,race_ref_label,hisp_ref_label,state_label,popsize_label,occucod2_label,race2_label,sex2_label,unistrq_label,FLAG_CQ_MISSING,TOTEXP_AVG_Q,TOTEXP_ANN,TOTEX4_AVG_Q,TOTEX4_ANN,HOUS_AVG_Q,HOUS_ANN,SHELT_AVG_Q,SHELT_ANN,UTIL_AVG_Q,UTIL_ANN,MRTINT_AVG_Q,MRTINT_ANN,RNTXRP_AVG_Q,RNTXRP_ANN,GROCER_AVG_Q,GROCER_ANN,FDAWAY_AVG_Q,FDAWAY_ANN,TRANS_AVG_Q,TRANS_ANN,GASMO_AVG_Q,GASMO_ANN,VEHFIN_AVG_Q,VEHFIN_ANN,PUBTRA_AVG_Q,PUBTRA_ANN,HEALTH_AVG_Q,HEALTH_ANN,HLTHIN_AVG_Q,HLTHIN_ANN,MEDSRV_AVG_Q,MEDSRV_ANN,PREDRG_AVG_Q,PREDRG_ANN,ENTERT_AVG_Q,ENTERT_ANN,EDUCA_AVG_Q,EDUCA_ANN,APPAR_AVG_Q,APPAR_ANN,TOBACC_AVG_Q,TOBACC_ANN,RETPEN_AVG_Q,RETPEN_ANN,LIFINS_AVG_Q,LIFINS_ANN,CASHCO_AVG_Q,CASHCO_ANN,PERSCA_AVG_Q,PERSCA_ANN,READ_AVG_Q,READ_ANN,ALCBEV_AVG_Q,ALCBEV_ANN,MISC_AVG_Q,MISC_ANN,EXPENSE_RATIO,HOUSING_RATIO,TRANSPORT_RATIO,HEALTH_RATIO,RETIRE_RATIO,FOOD_RATIO,LIFESTYLE_ANN,LIFESTYLE_RATIO,LIFESTYLE_SHARE,NECESSITY_ANN,NECESSITY_RATIO,NECESSITY_SHARE,DISCRETIONARY_ANN,DISCRETIONARY_RATIO,DISCRETIONARY_SHARE,HOUS_SHARE,GROCER_SHARE,FDAWAY_SHARE,TRANS_SHARE,HEALTH_SHARE,ENTERT_SHARE,EDUCA_SHARE,APPAR_SHARE,RETPEN_SHARE,CASHCO_SHARE,TOBACC_SHARE,ALCBEV_SHARE,MISC_SHARE,FOOD_TOTAL_SHARE,HOMEOWNER,HAS_CHILDREN,HAS_ELDERLY,SINGLE_EARNER,ZERO_EARNER,HOUSING_BURDENED,HOUSING_SEVERE,FLAG_REGION_UNKNOWN,FLAG_NEG_INCOME,FLAG_ZERO_INCOME,FLAG_INCOME_INVALID,FLAG_ZERO_SPEND,FLAG_EXTREME_RATIO,EDUC_REF_ORD,LOG_INCOME,INCOME_QUINTILE
5847102,65,,0.0,0.0,1,2,12,2,9,30630,5756.725,24000,0,0.2842049,3,1,0,,,,0,1,4,2,2,2025,,1,4.0,2,,1,2,3,,10017.361,10607.483,,15043.735,,,9725.68,14715.187,15371.307,,9734.095,9572.513,14967.113,10270.011,9777.389,,,,14764.761,,14150.868,9285.19,14921.192,,,,,,14655.786,,,,14448.75,14507.393,,9879.065,,14781.234,9479.319,,,9873.492,,,7033.0333,5179.0166,433.3333,216.6667,780.0,390.0,1565.0,1202.5,25.0,12.5,0.0,0.0,0.0,0.0,1240.0,620.0,210.0,105.0,1215.0,1600.0,800.0,400.0,0.0,0.0,0.0,0.0,350.0,425.0,350.0,185.0,0.0,240.0,0.0,0.0,216.0,108.0,13.3333,6.6667,0.0,0.0,0.0,0.0,433.3333,216.6667,0.0,0.0,0.0,0.0,0.0,0.0,300.3666,150.1833,2.0,7033.0333,5179.0166,3.0,2,584710,2,2,,13,,,,,9.0,1516.6667,758.3333,"$15,000-$29,999",$15-30K,High school graduate,"Some college, no degree",,,Divorced,Other family,Other family,"Owned, no mortgage",Owner,West,Urban,Female,White,Not Hispanic / Latino,Alaska,MSA 4M+,,,,Apartment (2-4 units),0,6106.02495,24424.0998,6106.02495,24424.0998,1383.75,5535.0,18.75,75.0,930.0,3720.0,0.0,0.0,0.0,0.0,1137.5,4550.0,325.0,1300.0,1407.5,5630.0,600.0,2400.0,0.0,0.0,0.0,0.0,387.5,1550.0,267.5,1070.0,120.0,480.0,0.0,0.0,162.0,648.0,0.0,0.0,157.5,630.0,325.0,1300.0,225.27495,901.0998,0.0,0.0,0.0,0.0,10.0,40.0,0.0,0.0,585.0,2340.0,0.0,0.0,0.7973914397649363,0.18070519098922624,0.18380672543258245,0.05060398302317989,0.0294188638589618,0.1909892262487757,6218.0,0.2030035912504081,0.2545846131860303,11730.0,0.3829578844270323,0.4802633503814949,6258.0,0.20430950048971597,0.2562223398710482,0.2266204300393499,0.18629141042078448,0.053226117263081275,0.23051003091626737,0.06346190904444306,0.026531172297289744,0.0,0.025794195289031697,0.03689387970810699,0.0,0.053226117263081275,0.0958070110735463,0.0,0.23951752768386575,1,0,1,1,0,0,0,0,0,0,0,0,0,3,4.486146996806573,Q2
5847142,64,,1.0,2.0,2,4,10,1,8,3103,59549.587,0,943,0.1004541,4,0,0,,,,0,0,4,1,2,2025,,1,3.0,2,,2,2,0,,97720.544,122892.306,106464.324,,,,117140.949,,111931.656,111308.35,103797.834,,,,,,113031.067,,,,103905.182,109024.045,,116644.197,,107855.243,108675.896,,,114406.871,,,112605.756,,115465.251,,,102883.631,107688.494,116158.493,,109094.189,110738.709,107863.343,3129.6667,1605.3333,0.0,0.0,0.0,0.0,1316.0,808.0,800.0,400.0,0.0,0.0,800.0,400.0,516.0,408.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.6667,17.3333,0.0,0.0,0.0,0.0,219.0,0.0,0.0,0.0,21.0,3129.6667,1605.3333,2.0,1,584714,2,2,,10,,,,,6.0,1560.0,780.0,"Under $15,000",<$15K,Grades 1-8,Grades 1-8,,,Separated,Single consumer,Single consumer,Renter,Renter,South,Rural,Female,White,Not Hispanic / Latino,Kentucky,MSA 4M+,,,,Single-family attached,0,2367.5,9470.0,2367.5,9470.0,1062.0,4248.0,600.0,2400.0,462.0,1848.0,0.0,0.0,600.0,2400.0,1170.0,4680.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,104.0,0.0,0.0,109.5,438.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0518852723171124,1.368997744118595,0.0,0.0,0.0,1.5082178536899775,104.0,0.03351595230422172,0.010982048574445617,5118.0,1.649371575894296,0.5404435058078142,104.0,0.03351595230422172,0.010982048574445617,0.44857444561774024,0.4941921858500528,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010982048574445617,0.0,0.0,0.4941921858500528,0,0,0,0,1,1,1,0,0,0,0,0,0,1,3.491781775584166,Q1 (Bottom 20%)
5847182,26,,1.0,2.0,1,4,16,1,8,100001,64594.248,100000,0,0.6822846,5,1,0,3.0,,,0,0,2,1,2,2025,,4,1.0,2,,1,2,0,,,,130796.049,,134825.879,,,131958.935,131082.379,,118140.339,135746.412,,130424.587,,132858.494,131006.134,,,,137405.363,,,,,,126297.577,117626.775,130056.907,,122974.376,,,,122227.5,130387.476,129091.652,124346.987,131501.561,,126197.354,125702.311,133686.699,,7016.3666,3576.6833,0.0,0.0,0.0,0.0,2991.0,1588.0,2694.0,1330.0,0.0,0.0,2694.0,1330.0,167.0,83.0,80.0,40.0,100.0,50.0,100.0,50.0,0.0,0.0,0.0,0.0,343.0,140.0,280.0,140.0,21.0,0.0,0.0,0.0,40.0,110.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.0,0.0,100.0,0.0,0.0,0.0,1997.3666,998.6833,36.0,7016.3666,3576.6833,7.0,5,584718,2,2,,16,,,,,2.0,1300.0,650.0,"$70,000-$99,999",$70-100K,Graduate / Professional degree,Graduate / Professional degree,Professional,White collar,Never married,Single consumer,Single consumer,Renter,Renter,Northeast,Urban,Female,Asian,Not Hispanic / Latino,New York,MSA under 1.5M,,,,,0,5296.52495,21186.0998,5296.52495,21186.0998,2289.5,9158.0,2012.0,8048.0,125.0,500.0,0.0,0.0,2012.0,8048.0,975.0,3900.0,0.0,0.0,75.0,300.0,75.0,300.0,0.0,0.0,0.0,0.0,241.5,966.0,210.0,840.0,10.5,42.0,0.0,0.0,75.0,300.0,0.0,0.0,60.0,240.0,0.0,0.0,1498.02495,5992.0998,0.0,0.0,50.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,32.5,130.0,0.21185887941120587,0.0915790842091579,0.002999970000299997,0.00965990340096599,0.05992039879601204,0.03899961000389996,740.0,0.0073999260007399925,0.034928561981002276,5166.0,0.05165948340516595,0.24383912323494294,870.0,0.008699913000869992,0.04106466070739457,0.4322645548946201,0.18408296179176878,0.0,0.01416022783013606,0.04559593361303811,0.01416022783013606,0.0,0.011328182264108847,0.28283166116304237,0.009440151886757373,0.0,0.0,0.006136098726392292,0.18408296179176878,0,0,0,1,0,0,0,0,0,0,0,0,0,7,5.000004342923105,Q4
5847202,61,,1.0,2.0,1,1,15,2,9,41180,9853.389,28000,0,0.3634574,5,2,0,5.0,,,0,1,2,1,2,2025,,1,4.0,2,,1,2,5,,,22062.962,,18537.003,,19547.347,20085.806,,,,17699.375,,,,,,20367.084,20867.255,18326.358,,17767.118,,,,20154.805,21591.795,18474.946,20345.452,19372.751,,18498.296,22356.149,19474.865,,,17556.278,,18929.927,,,21628.169,20128.344,,21252.464,15828.5001,7114.25,866.6667,433.3333,130.0,65.0,7130.3333,2739.1667,6113.3333,1143.1667,1753.0,875.0,0.0,0.0,608.0,314.0,533.3333,266.6667,1408.0,650.0,700.0,350.0,0.0,0.0,0.0,0.0,1030.6667,525.3333,1030.6667,525.3333,0.0,0.0,0.0,0.0,300.0,0.0,183.3333,211.6667,150.0,75.0,0.0,0.0,0.0,0.0,30.0,15.0,150.0,175.0,0.0,0.0,882.8334,441.4167,6.0,15828.5001,7114.25,2.0,3,584720,2,2,,15,,,,,9.0,3033.3333,1516.6667,"$30,000-$49,999",$30-50K,Bachelor's degree,Bachelor's degree,"Sales, retail",Sales / service,Never married,Other family,Other family,Owned with mortgage,Owner,West,Urban,Female,White,Not Hispanic / Latino,California,MSA under 1.5M,,,,Single-family attached,0,11471.375049999999,45885.500199999995,11471.375049999999,45885.500199999995,4934.75,19739.0,3628.25,14513.0,461.0,1844.0,1314.0,5256.0,0.0,0.0,2275.0,9100.0,650.0,2600.0,1029.0,4116.0,525.0,2100.0,0.0,0.0,0.0,0.0,778.0,3112.0,778.0,3112.0,0.0,0.0,0.0,0.0,150.0,600.0,0.0,0.0,400.0,1600.0,0.0,0.0,662.12505,2648.5002,0.0,0.0,162.5,650.0,197.5,790.0,112.5,450.0,97.5,390.0,22.5,90.0,1.114266639145216,0.4793346284604177,0.09995143273433706,0.07557066537153959,0.06431520641087907,0.2841185041282176,5840.0,0.14181641573579407,0.12727332108281128,16328.0,0.3965031568722681,0.35584225798632574,7170.0,0.17411364740165128,0.15625851235680768,0.43017946658452255,0.19831972976944906,0.056662779934128306,0.08970153931110465,0.06782098890577203,0.013076026138644994,0.0,0.03486940303638665,0.05771976307234415,0.014165694983532076,0.0,0.008499416990119246,0.001961403920796749,0.2549825097035774,1,0,1,0,0,1,0,0,0,0,0,0,0,6,4.614686342282012,Q2
5847212,29,,2.0,2.0,1,1,12,1,8,79000,12841.931,79000,0,0.5898591,5,1,3,1.0,,,0,0,2,1,2,2025,,5,4.0,1,,1,2,6,,,22850.725,,27573.104,,26191.536,25812.42,,,,22221.498,,,,,,26255.156,27831.128,23847.387,,25356.853,,,,26289.788,26906.369,23829.874,26658.002,26032.076,,25587.659,25533.954,26354.565,,,21890.257,,26729.834,,,26265.304,24889.537,,26833.029,76344.6667,6553.3334,541.3333,216.6667,75.0,7.0,3262.3333,2637.6667,1554.3333,1888.6667,0.0,1772.0,0.0,0.0,724.0,493.0,93.3333,46.6667,66224.0,904.0,560.0,200.0,49.0,209.0,0.0,0.0,615.3333,667.6667,615.3333,307.6667,0.0,0.0,0.0,0.0,1486.0,229.0,66.6667,33.3333,0.0,0.0,0.0,0.0,0.0,0.0,32.0,16.0,50.0,0.0,228.0,0.0,1857.3334,928.6667,6.0,76344.6667,6553.3334,3.0,4,584721,2,1,,12,,,,,9.0,1813.3333,866.6667,"$50,000-$69,999",$50-70K,High school graduate,High school graduate,Manager / Administrator,White collar,Never married,Single consumer,Single consumer,Owned with mortgage,Owner,West,Urban,Male,Pacific Islander,Hispanic / Latino,California,MSA under 1.5M,,,,Apartment (2-4 units),0,41449.00005,165796.0002,41449.00005,165796.0002,2950.0,11800.0,1721.5,6886.0,608.5,2434.0,886.0,3544.0,0.0,0.0,1340.0,5360.0,379.0,1516.0,33564.0,134256.0,380.0,1520.0,129.0,516.0,0.0,0.0,641.5,2566.0,461.5,1846.0,0.0,0.0,0.0,0.0,857.5,3430.0,0.0,0.0,70.0,280.0,0.0,0.0,1393.00005,5572.0002,114.0,456.0,25.0,100.0,50.0,200.0,0.0,0.0,41.0,164.0,24.0,96.0,2.098683546835443,0.14936708860759493,1.6994430379746834,0.03248101265822785,0.07053164810126583,0.08703797468354431,5490.0,0.06949367088607596,0.033112982179168395,142638.0,1.8055443037974683,0.8603223227818254,5786.0,0.07324050632911393,0.03489830872289041,0.07117180140513425,0.03232888606199319,0.009143767027981656,0.8097662177498055,0.015476851051319874,0.020688074476238178,0.0,0.0016888224062235246,0.033607567090149865,0.0006031508593655445,0.0,0.0009891674093594931,0.0005790248249909227,0.041472653089974845,1,0,0,1,0,0,0,0,0,0,0,0,0,3,4.897627091290442,Q3
5847222,82,,3.0,4.0,2,2,12,1,8,36387,49053.344,0,0,0.3273032,2,0,0,,,,0,1,5,1,2,2025,,1,3.0,2,,2,2,2,,95492.523,111406.369,,98919.518,101388.377,88853.898,93604.125,116573.612,,,,114882.31,,103044.39,91722.612,111077.145,,,,,,121382.214,,,,93705.097,108728.588,,108411.854,,102196.529,105933.206,,,105907.732,,,98245.435,,107348.63,,,99796.194,90782.61,8536.0,3545.5,1045.3333,216.6667,307.0,0.0,3027.6667,1020.8333,2117.6667,165.8333,0.0,0.0,0.0,0.0,430.0,615.0,0.0,0.0,620.0,390.0,50.0,0.0,0.0,0.0,80.0,40.0,1366.0,1273.0,426.0,223.0,40.0,0.0,900.0,450.0,980.0,0.0,223.3333,111.6667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,0.0,0.0,0.0,0.0,,8536.0,3545.5,4.0,2,584722,2,2,,12,,,,,,866.6667,433.3333,"$15,000-$29,999",$15-30K,High school graduate,High school graduate,,,Widowed,Single consumer,Single consumer,"Owned, no mortgage",Owner,South,Rural,Female,White,Not Hispanic / Latino,,MSA size unclassified,,,,Apartment (5+ units),0,6040.75,24163.0,6040.75,24163.0,2024.25,8097.0,1141.75,4567.0,522.5,2090.0,0.0,0.0,0.0,0.0,650.0,2600.0,631.0,2524.0,505.0,2020.0,25.0,100.0,0.0,0.0,60.0,240.0,1319.5,5278.0,324.5,1298.0,20.0,80.0,675.0,2700.0,490.0,1960.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,400.0,167.5,670.0,0.0,0.0,153.5,614.0,0.0,0.0,0.6640558441201528,0.22252452799076594,0.05551433204166323,0.14505180421579136,0.0,0.1408195234561794,5498.0,0.15109791958666557,0.22753797127840086,9898.0,0.27202022700414985,0.4096345652443819,6168.0,0.16951108912523705,0.25526631626867524,0.33509911848694285,0.10760253279807971,0.10445722799321276,0.08359889086620038,0.2184331415801018,0.08111575549393701,0.0,0.0,0.0,0.016554235815089188,0.0,0.0254107519761619,0.0,0.21205976079129246,1,0,1,0,1,0,0,0,0,0,0,0,0,3,4.560946250772999,Q2
5847232,30,,1.0,1.0,1,4,15,1,8,45760,43246.039,45760,0,0.3969725,5,1,1,4.0,,,0,0,1,1,2,2025,,6,3.0,2,,1,2,1,,76513.121,85511.914,81919.171,82530.79,86389.921,,,,87531.105,,78901.641,84466.232,80860.467,,,,,,91859.503,,,,89980.664,92142.542,,83708.009,,81183.394,80902.866,,,87877.103,,,85699.289,,90809.186,,,84126.805,81303.03,83988.843,,87916.744,6963.5,3710.75,1300.0,650.0,216.6667,108.3333,3360.3333,1726.6667,2568.3333,1270.6667,0.0,0.0,2568.3333,1270.6667,650.0,325.0,133.3333,66.6667,335.0,350.0,160.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,118.0,59.0,50.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,583.5,291.75,48.0,6963.5,3710.75,9.0,3,584723,2,2,,15,,,,,7.0,866.6667,433.3333,"$30,000-$49,999",$30-50K,Bachelor's degree,Bachelor's degree,Administrative / Clerical,White collar,Never married,Single consumer,Single consumer,Renter,Renter,South,Urban,Female,Multi-race,Not Hispanic / Latino,Texas,Not in MSA,,,,,0,5337.125,21348.5,5337.125,21348.5,2543.5,10174.0,1919.5,7678.0,487.5,1950.0,0.0,0.0,1919.5,7678.0,650.0,2600.0,975.0,3900.0,342.5,1370.0,120.0,480.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.5,354.0,0.0,0.0,100.0,400.0,0.0,0.0,437.625,1750.5,0.0,0.0,0.0,0.0,37.5,150.0,0.0,0.0,162.5,650.0,0.0,0.0,0.4665319055944056,0.2223339160839161,0.029938811188811188,0.0,0.038253933566433564,0.14204545454545456,5304.0,0.1159090909090909,0.24844836873785042,3970.0,0.08675699300699301,0.18596154296554793,5454.0,0.11918706293706294,0.25547462350984845,0.47656744033538656,0.1217884160479659,0.18268262407194885,0.06417312691758204,0.0,0.016581961261915357,0.0,0.018736679391994755,0.08199639318921705,0.0,0.0,0.030447104011991476,0.0,0.30447104011991477,0,0,0,1,0,0,0,0,0,0,0,0,0,6,4.660486015784968,Q2
5847242,34,32.0,2.0,3.0,1,4,16,3,2,113000,31227.073,113000,0,0.7227082,1,2,1,3.0,3.0,,1,0,1,2,2,2025,1.0,1,3.0,1,2.0,1,2,1,,,,,62001.568,74529.731,65269.688,63916.963,59155.364,,60708.843,52719.582,58713.31,,,58449.083,,60082.374,,,67215.767,55472.038,,54566.136,60964.947,,58662.388,,60602.707,72274.848,,,,64828.919,,,,,,55278.484,63683.338,65121.558,,67385.886,,17435.8334,8144.4167,260.0,130.0,0.0,0.0,6920.0,3100.0,5000.0,2590.0,0.0,0.0,5000.0,2590.0,870.0,435.0,266.6667,133.3333,1351.0,160.0,180.0,90.0,0.0,0.0,0.0,0.0,1250.0,600.0,1000.0,500.0,50.0,0.0,200.0,100.0,480.0,240.0,0.0,0.0,20.0,10.0,0.0,0.0,0.0,0.0,14.0,7.0,2000.0,1000.0,0.0,327.0,1840.8334,920.4167,13.0,17435.8334,8144.4167,8.0,5,584724,2,1,2.0,16,,,,,5.0,3033.3333,1516.6667,"$70,000-$99,999",$70-100K,Graduate / Professional degree,Graduate / Professional degree,Professional,White collar,Married,"Married, children <6",Married with children,Renter,Renter,South,Urban,Male,White,Hispanic / Latino,Georgia,Not in MSA,Professional,White,Female,,0,12790.125049999999,51160.500199999995,12790.125049999999,51160.500199999995,5010.0,20040.0,3795.0,15180.0,652.5,2610.0,0.0,0.0,3795.0,15180.0,2275.0,9100.0,195.0,780.0,755.5,3022.0,135.0,540.0,0.0,0.0,0.0,0.0,925.0,3700.0,750.0,3000.0,25.0,100.0,150.0,600.0,360.0,1440.0,0.0,0.0,200.0,800.0,0.0,0.0,1380.62505,5522.5002,163.5,654.0,1500.0,6000.0,0.0,0.0,15.0,60.0,0.0,0.0,10.5,42.0,0.45274778938053095,0.17734513274336283,0.026743362831858408,0.03274336283185841,0.04887168318584071,0.08743362831858408,9020.0,0.07982300884955752,0.17630789309601005,16476.0,0.14580530973451328,0.3220453266795855,9122.0,0.08072566371681415,0.17830161871638622,0.3917084454150822,0.17787159946493253,0.015246137096994218,0.05906900808604683,0.07232141956266487,0.028146714640604708,0.0,0.01563706368922484,0.10794460918894615,0.11727797766918628,0.0,0.0,0.000820945843684304,0.19311773656192677,0,1,0,0,0,0,0,0,0,0,0,0,0,7,5.05307844348342,Q4
5847272,22,22.0,1.0,2.0,1,4,11,4,2,14980,26981.573,4000,0,0.1636023,1,1,0,2.0,,,2,0,1,1,2,2025,1.0,1,1.0,2,1.0,1,2,0,,,,,45292.36,50791.606,,57748.841,48500.441,,48427.138,,72318.026,60894.417,,,,51565.017,,,,,,61302.036,53274.857,55132.935,,58555.668,,,,49749.225,57755.902,46427.043,45835.974,60120.898,,42437.71,51329.075,59536.715,,,46822.222,,49774.866,5397.3333,2605.1667,1300.0,650.0,130.0,65.0,1911.0,968.0,1400.0,700.0,0.0,0.0,1400.0,700.0,511.0,268.0,116.6667,58.3333,60.0,30.0,0.0,0.0,0.0,0.0,60.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,150.0,50.0,162.0,0.0,51.0,25.5,36.0,5397.3333,2605.1667,7.0,1,584727,2,2,2.0,11,,,,,2.0,1516.6667,758.3333,"Under $15,000",<$15K,"High school, no diploma","High school, no diploma",Teacher,White collar,Married,"Married, children <6",Married with children,Renter,Renter,Northeast,Urban,Female,White,Not Hispanic / Latino,New York,Not in MSA,,White,Male,,0,4001.25,16005.0,4001.25,16005.0,1439.5,5758.0,1050.0,4200.0,389.5,1558.0,0.0,0.0,1050.0,4200.0,1137.5,4550.0,975.0,3900.0,45.0,180.0,0.0,0.0,0.0,0.0,45.0,180.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.5,350.0,0.0,0.0,38.25,153.0,81.0,324.0,100.0,400.0,0.0,0.0,0.0,0.0,97.5,390.0,0.0,0.0,1.0684245660881175,0.3843791722296395,0.012016021361815754,0.0,0.01021361815754339,0.5640854472630173,5040.0,0.3364485981308411,0.3149015932521087,5054.0,0.33738317757009345,0.31577631990003124,5040.0,0.3364485981308411,0.3149015932521087,0.3597625741955639,0.28428616057482037,0.2436738519212746,0.011246485473289597,0.0,0.0,0.0,0.021868166198063105,0.009559512652296157,0.02499218994064355,0.0,0.02436738519212746,0.0,0.5279600124960949,0,1,0,1,0,1,0,0,0,0,0,0,0,2,4.175511813363448,Q1 (Bottom 20%)
5847302,42,,2.0,3.0,1,4,12,4,9,131840,52233.599,128840,0,0.7765675,3,3,2,7.0,,,1,0,2,1,2,2025,,1,4.0,2,,1,2,3,,102371.774,92265.069,,104094.291,,,113066.523,98421.545,101149.856,,114313.346,101399.113,103621.43,107998.638,111911.456,,,,85086.256,,105192.523,102760.403,99398.235,,,,,,108902.411,,,,91471.668,97906.988,,91795.632,,119320.123,103007.64,,,102305.239,,,12177.6334,5934.8167,216.6667,108.3333,130.0,65.0,4475.0,2306.0,3250.0,1676.0,0.0,0.0,3250.0,1676.0,1025.0,530.0,2000.0,1000.0,1785.0,720.0,1440.0,720.0,0.0,0.0,0.0,0.0,220.6667,110.3333,220.6667,110.3333,0.0,0.0,0.0,0.0,86.0,43.0,36.6667,18.3333,0.0,0.0,0.0,0.0,0.0,0.0,172.0,86.0,100.0,0.0,0.0,0.0,1655.6334,827.8167,53.0,12177.6334,5934.8167,7.0,5,584730,2,1,,13,,,,,9.0,1300.0,650.0,"$70,000-$99,999",$70-100K,High school graduate,"Some college, no degree",Technician,Sales / service,Divorced,Other family,Other family,Renter,Renter,West,Urban,Female,White,Hispanic / Latino,Washington,MSA under 1.5M,,,,,0,9056.225050000001,36224.900200000004,9056.225050000001,36224.900200000004,3390.5,13562.0,2463.0,9852.0,777.5,3110.0,0.0,0.0,2463.0,9852.0,975.0,3900.0,162.5,650.0,1252.5,5010.0,1080.0,4320.0,0.0,0.0,0.0,0.0,165.5,662.0,165.5,662.0,0.0,0.0,0.0,0.0,64.5,258.0,0.0,0.0,1500.0,6000.0,0.0,0.0,1241.72505,4966.9002,0.0,0.0,50.0,200.0,27.5,110.0,0.0,0.0,97.5,390.0,129.0,516.0,0.27476410952669905,0.10286711165048544,0.038000606796116505,0.00502123786407767,0.0376736969053398,0.034511529126213594,7498.0,0.05687196601941748,0.20698469722768206,9572.0,0.07260315533980582,0.26423813308393873,8124.0,0.06162014563106796,0.22426562820454643,0.37438336407066203,0.10766075209228594,0.017943458682047657,0.13830265845701348,0.018274722534639305,0.007122172830720455,0.0,0.16563192629582454,0.1371128746408527,0.005521064209860818,0.0,0.010766075209228594,0.01424434566144091,0.1256042107743336,0,1,0,0,0,0,0,0,0,0,0,0,0,3,5.120047194353041,Q4
